Country Name,Country Code,Series Name,Series Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Bosnia and Herzegovina,BIH,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,..,..,..,..,25.8552890287063,25.6999990691539,25.6999991174593,25.2176237420683,27.4301795819969,24.3568468974682,21.5373916859689,20.9376174163641,19.8153865976587,19.8200801927973,20.2334920339996,21.4328391329964,21.0300824020691,21.7724374056523,23.2014104320358,22.9076469417103,22.4540096321725,22.1932597066813,21.6232008180939,22.3236757020136,22.156369823245,21.7264560489569,22.3443500361225,23.1210738626282,23.7113591895767,23.2037923056831
Bosnia and Herzegovina,BIH,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,..,..,..,..,1730.12127006996,2096.56369008506,3802.22654749648,4933.06665082674,5609.345691613,6091.65683050299,6825.99890662109,6965.44475390282,7309.56827122045,7618.83013521411,8180.70937032774,8600.3401831176,9146.86005551351,9803.90523833807,10506.6582625648,10363.5019792087,10636.0590229677,10933.0328318661,11046.1174854954,11483.2450651545,11766.9676044039,12437.485132958,13000.6063406587,13582.1736974909,14267.5081989658,14851.6364993188
Bosnia and Herzegovina,BIH,Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,..,..,..,..,..,..,..,..,..,..,6.38,6.02,6.01,5.78,5.94,5.99,5.98,5.65,6.02,6.48,6.7,7.31,6.9,6.51,5.98,5.97,6.33,6.12,6.54,6.15
Bosnia and Herzegovina,BIH,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,7.3,8.76,11.57,14.61,33.38,33.22,32.85,27.6,26.74,28.43,19.35,20.27,21.21,20.14,20.1,19.73,18.12,14.84,14.28,17.43,19.57,14.16,15.28,19.48,23.65,25.25,23,18.49,35.36,36.84
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated: 03/28/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
